Sample in Buffer,Sample in Window,TRIGGER,design_1_i/fulltopHDC_0/U0/HDCOTFGEn/BV[999:900],design_1_i/fulltopHDC_0/U0/HDCOTFGEn/cls/CST/hv[2:0],design_1_i/fulltopHDC_0/U0/HDCOTFGEn/cls/CST/countSimArr[0].comp/compArr[1].comp/class[127:0],design_1_i/fulltopHDC_0/U0/HDCOTFGEn/cls/CST/countSimArr[0].comp/compArr[1].comp/hv[0:0],design_1_i/fulltopHDC_0/U0/HDCOTFGEn/QHV[335:0],design_1_i/fulltopHDC_0/U0/HDCOTFGEn/doneEncoderToClassifier
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX
1004,1004,0,93bfce5245f70735df2325dbe,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
1005,1005,0,af08534fe4865f462a44ab495,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
1006,1006,0,d6676974a664efa1c08bb66c3,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
1007,1007,0,24b91d0223a18e6e15158c26e,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
1008,1008,0,49723a0447431cdc2a2b184dd,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
1009,1009,0,92e474088e8639b85456309bb,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
1010,1010,0,adbf27fa7264225d3cae81c9f,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
1011,1011,0,d309801f8ba01597ed5fe36d6,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
1012,1012,0,2e64cfd478287a024ebd26245,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
1013,1013,0,5cc99fa8f050f4049d7a4c48a,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
1014,1014,0,b9933f51e0a1e8093af498915,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
1015,1015,0,fb51b148ae2b813fe1ebd1dc3,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
1016,1016,0,7ed4ad7a333f535257d54346e,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
1017,1017,0,fda95af4667ea6a4afaa868dd,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
1018,1018,0,73257a03a3951c64cb57ede52,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
1019,1019,0,e64af407472a38c996afdbca4,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
1020,1020,0,44e227e5e13c20beb95d576a1,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
1021,1021,0,89c44fcbc278417d72baaed43,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
1022,1022,0,9bff507ceb98d3d77177bd56e,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
1023,1023,0,9bff507ceb98d3d77177bd56e,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
1024,1024,1,9bff507ceb98d3d77177bd56e,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,1
1025,1025,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1026,1026,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1027,1027,0,39d0e231561116116f8a1b1fc,0,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1028,1028,0,39d0e231561116116f8a1b1fc,3,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1029,1029,0,39d0e231561116116f8a1b1fc,7,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1030,1030,0,39d0e231561116116f8a1b1fc,3,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1031,1031,0,39d0e231561116116f8a1b1fc,3,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1032,1032,0,39d0e231561116116f8a1b1fc,1,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1033,1033,0,39d0e231561116116f8a1b1fc,0,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1034,1034,0,39d0e231561116116f8a1b1fc,5,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1035,1035,0,39d0e231561116116f8a1b1fc,4,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1036,1036,0,39d0e231561116116f8a1b1fc,1,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1037,1037,0,39d0e231561116116f8a1b1fc,5,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1038,1038,0,39d0e231561116116f8a1b1fc,1,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1039,1039,0,39d0e231561116116f8a1b1fc,4,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1040,1040,0,39d0e231561116116f8a1b1fc,6,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1041,1041,0,39d0e231561116116f8a1b1fc,6,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1042,1042,0,39d0e231561116116f8a1b1fc,0,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1043,1043,0,39d0e231561116116f8a1b1fc,4,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1044,1044,0,39d0e231561116116f8a1b1fc,7,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1045,1045,0,39d0e231561116116f8a1b1fc,7,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1046,1046,0,39d0e231561116116f8a1b1fc,0,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1047,1047,0,39d0e231561116116f8a1b1fc,0,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1048,1048,0,39d0e231561116116f8a1b1fc,5,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1049,1049,0,39d0e231561116116f8a1b1fc,7,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1050,1050,0,39d0e231561116116f8a1b1fc,7,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1051,1051,0,39d0e231561116116f8a1b1fc,3,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1052,1052,0,39d0e231561116116f8a1b1fc,3,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1053,1053,0,39d0e231561116116f8a1b1fc,3,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1054,1054,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1055,1055,0,39d0e231561116116f8a1b1fc,0,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1056,1056,0,39d0e231561116116f8a1b1fc,0,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1057,1057,0,39d0e231561116116f8a1b1fc,1,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1058,1058,0,39d0e231561116116f8a1b1fc,4,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1059,1059,0,39d0e231561116116f8a1b1fc,3,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1060,1060,0,39d0e231561116116f8a1b1fc,3,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1061,1061,0,39d0e231561116116f8a1b1fc,3,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1062,1062,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1063,1063,0,39d0e231561116116f8a1b1fc,0,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1064,1064,0,39d0e231561116116f8a1b1fc,0,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1065,1065,0,39d0e231561116116f8a1b1fc,4,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1066,1066,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1067,1067,0,39d0e231561116116f8a1b1fc,3,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1068,1068,0,39d0e231561116116f8a1b1fc,4,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1069,1069,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1070,1070,0,39d0e231561116116f8a1b1fc,4,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1071,1071,0,39d0e231561116116f8a1b1fc,4,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1072,1072,0,39d0e231561116116f8a1b1fc,6,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1073,1073,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1074,1074,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1075,1075,0,39d0e231561116116f8a1b1fc,3,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1076,1076,0,39d0e231561116116f8a1b1fc,7,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1077,1077,0,39d0e231561116116f8a1b1fc,4,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1078,1078,0,39d0e231561116116f8a1b1fc,6,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1079,1079,0,39d0e231561116116f8a1b1fc,7,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1080,1080,0,39d0e231561116116f8a1b1fc,5,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1081,1081,0,39d0e231561116116f8a1b1fc,4,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1082,1082,0,39d0e231561116116f8a1b1fc,1,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1083,1083,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1084,1084,0,39d0e231561116116f8a1b1fc,0,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1085,1085,0,39d0e231561116116f8a1b1fc,4,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1086,1086,0,39d0e231561116116f8a1b1fc,4,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1087,1087,0,39d0e231561116116f8a1b1fc,4,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1088,1088,0,39d0e231561116116f8a1b1fc,7,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1089,1089,0,39d0e231561116116f8a1b1fc,7,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1090,1090,0,39d0e231561116116f8a1b1fc,4,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1091,1091,0,39d0e231561116116f8a1b1fc,0,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1092,1092,0,39d0e231561116116f8a1b1fc,5,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1093,1093,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1094,1094,0,39d0e231561116116f8a1b1fc,0,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1095,1095,0,39d0e231561116116f8a1b1fc,5,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1096,1096,0,39d0e231561116116f8a1b1fc,1,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1097,1097,0,39d0e231561116116f8a1b1fc,3,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1098,1098,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1099,1099,0,39d0e231561116116f8a1b1fc,6,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1100,1100,0,39d0e231561116116f8a1b1fc,7,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1101,1101,0,39d0e231561116116f8a1b1fc,7,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1102,1102,0,39d0e231561116116f8a1b1fc,7,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1103,1103,0,39d0e231561116116f8a1b1fc,7,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1104,1104,0,39d0e231561116116f8a1b1fc,7,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1105,1105,0,39d0e231561116116f8a1b1fc,6,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1106,1106,0,39d0e231561116116f8a1b1fc,0,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1107,1107,0,39d0e231561116116f8a1b1fc,0,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1108,1108,0,39d0e231561116116f8a1b1fc,3,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1109,1109,0,39d0e231561116116f8a1b1fc,3,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1110,1110,0,39d0e231561116116f8a1b1fc,3,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1111,1111,0,39d0e231561116116f8a1b1fc,0,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1112,1112,0,39d0e231561116116f8a1b1fc,0,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1113,1113,0,39d0e231561116116f8a1b1fc,3,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1114,1114,0,39d0e231561116116f8a1b1fc,3,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1115,1115,0,39d0e231561116116f8a1b1fc,3,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1116,1116,0,39d0e231561116116f8a1b1fc,1,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1117,1117,0,39d0e231561116116f8a1b1fc,0,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1118,1118,0,39d0e231561116116f8a1b1fc,0,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1119,1119,0,39d0e231561116116f8a1b1fc,0,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1120,1120,0,39d0e231561116116f8a1b1fc,0,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1121,1121,0,39d0e231561116116f8a1b1fc,1,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1122,1122,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1123,1123,0,39d0e231561116116f8a1b1fc,0,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1124,1124,0,39d0e231561116116f8a1b1fc,1,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1125,1125,0,39d0e231561116116f8a1b1fc,2,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1126,1126,0,39d0e231561116116f8a1b1fc,3,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1127,1127,0,39d0e231561116116f8a1b1fc,1,7f0efef8100227f0760ed407c43bec3c,1,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
1128,1128,0,39d0e231561116116f8a1b1fc,0,7f0efef8100227f0760ed407c43bec3c,0,fe25f8fc748101ceeb08a79e1f19039cff88c237cb1e1f8cc03d00fc57b4879c7ce4c166020e8fcc1d7c,0
