Sample in Buffer,Sample in Window,TRIGGER,design_1_i/fulltopHDC_0/U0/HDCOTFGEn/BV[999:900],design_1_i/fulltopHDC_0/U0/HDCOTFGEn/cls/CST/hv[2:0],design_1_i/fulltopHDC_0/U0/HDCOTFGEn/cls/CST/countSimArr[0].comp/compArr[1].comp/class[127:0],design_1_i/fulltopHDC_0/U0/HDCOTFGEn/cls/CST/countSimArr[0].comp/compArr[1].comp/hv[0:0],design_1_i/fulltopHDC_0/U0/HDCOTFGEn/QHV[335:0],design_1_i/fulltopHDC_0/U0/HDCOTFGEn/doneEncoderToClassifier
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX
386,386,0,5b9c00736d92ae3dadb4e8596,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
387,387,0,b73800e6db255c7b5b69d0b2c,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
388,388,0,e607ce26d922e9db22d1419b1,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
389,389,0,447853a6dd2d829bd1a063c8b,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
390,390,0,88f0a74dba5b0537a340c7916,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
391,391,0,999681701bde5b42d2836fdc4,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
392,392,0,bb5acd0b58d4e7a831043f461,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
393,393,0,fec255fddec19e7df60a9e72a,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
394,394,0,75f36410d2eb6dd67817dc1bd,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
395,395,0,ebe6c821a5d6dbacf02fb837a,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
396,396,0,5fba5fa824c5e674745d9091d,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
397,397,0,bf74bf50498bcce8e8bb2123a,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
398,398,0,f69eb14bfc7fc8fc4574a2b9d,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
399,399,0,654aad7c9797c0d51eeba58d3,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
400,400,0,ca955af92f2f81aa3dd74b1a7,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
401,401,0,1d5d7a1931375279efac76ca7,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
402,402,0,3abaf432626ea4f3df58ed94f,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
403,403,0,7575e864c4dd49e7beb1db29e,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
404,404,0,eaebd0c989ba93cf7d63b653c,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
405,405,0,5da06e787c1d76b36ec58c591,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
406,406,0,bb40dcf0f83aed66dd8b18b23,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
407,407,0,fef6760a9f1d8be02f14d19af,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
408,408,0,759b23fe515346edca2b43cb6,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
409,409,0,eb3647fca2a68ddb94568796d,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
410,410,0,5e1b40122a254a9abcafefd33,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
411,411,0,bc368024544a9535795fdfa66,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
412,412,0,f01acfa3c7fd7b4766bd5fb24,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
413,413,0,684250ace092a7a359785f9a0,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
414,414,0,d084a159c1254f46b2f0bf340,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
415,415,0,297e8d58ed22cfa0f1e39e969,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
416,416,0,52fd1ab1da459f41e3c73d2d3,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
417,417,0,a5fa3563b48b3e83c78e7a5a6,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
418,418,0,c383a52c067e2c2a1b1e144a4,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
419,419,0,0f7085b363940979a23ec86a0,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
420,420,0,1ee10b66c72812f3447d90d40,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
421,421,0,3dc216cd8e5025e688fb21a81,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
422,422,0,7b842d9b1ca04bcd11f643503,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
423,423,0,f7085b363940979a23ec86a06,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
424,424,0,666779871de97e19d3dbedbe4,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
425,425,0,cccef30e3bd2fc33a7b7db7c9,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
426,426,0,11ea29f718cda94adb6d5607a,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
427,427,0,23d453ee319b5295b6daac0f5,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
428,428,0,47a8a7dc6336a52b6db5581eb,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
429,429,0,8f514fb8c66d4a56db6ab03d7,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
430,430,0,96d5509ae3b2c58022d780847,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
431,431,0,a5dd6edea80dda2dd1ade1f67,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
432,432,0,c3cd12563f73e576375923127,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
433,433,0,0fedeb47118f9bc1fab0a6da6,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
434,434,0,1fdbd68e231f3783f5614db4d,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
435,435,0,3fb7ad1c463e6f07eac29b69b,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
436,436,0,7f6f5a388c7cde0fd58536d36,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
437,437,0,fedeb47118f9bc1fab0a6da6d,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
438,438,0,75caa7095e9b2912c2163bb32,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
439,439,0,eb954e12bd365225842c77664,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
440,440,0,5f5d53ce1504f5669c5a0e320,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
441,441,0,bebaa79c2a09eacd38b41c641,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
442,442,0,f50280d33b7b84b7e56ad836a,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
443,443,0,6272ce4d199f58425ed75093c,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
444,444,0,c4e59c9a333eb084bdaea1279,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
445,445,0,01bcf6df09153024ef5fa2b1a,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
446,446,0,0379edbe122a6049debf45635,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
447,447,0,06f3db7c2454c093bd7e8ac6a,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
448,448,0,0de7b6f848a981277afd158d4,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
449,449,0,1bcf6df09153024ef5fa2b1a9,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
450,450,0,379edbe122a6049debf456352,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
451,451,0,6f3db7c2454c093bd7e8ac6a5,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
452,452,0,de7b6f848a981277afd158d4a,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
453,453,0,348110e27a5875c2cba05157d,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
454,454,0,690221c4f4b0eb859740a2afb,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
455,455,0,d2044389e961d70b2e81455f7,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
456,456,0,2c7f48f8bdabff3bc9006a406,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
457,457,0,58fe91f17b57fe779200d480c,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
458,458,0,b1fd23e2f6affcef2401a9019,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
459,459,0,eb8d882e8237a8f3dc01b2fda,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
460,460,0,5f6cdfb66b0700ca2c018505c,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
461,461,0,bed9bf6cd60e019458030a0b8,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
462,462,0,f5c4b132c37452052404f4e98,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
463,463,0,63fead8ee980f527dc0b092d8,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
464,464,0,c7fd5b1dd301ea4fb816125b1,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
465,465,0,078d79d0c96b85b2e42ec448a,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
466,466,0,0f1af3a192d70b65c85d88915,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
467,467,0,1e35e74325ae16cb90bb1122b,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
468,468,0,3c6bce864b5c2d97217622456,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
469,469,0,78d79d0c96b85b2e42ec448ac,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
470,470,0,f1af3a192d70b65c85d889158,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
471,471,0,6b29bbd935893d949fb3f2d58,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
472,472,0,d65377b26b127b293f67e5ab1,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
473,473,0,24d1208fb94ca77feacd2ba8b,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
474,474,0,49a2411f72994effd59a57516,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
475,475,0,9344823ee5329dffab34aea2d,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
476,476,0,aefecb96a50d6ad2c26bbdbb3,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
477,477,0,d58a58c62572848810d59b88e,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
478,478,0,23637e67258d583db5a9d7ef5,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
479,479,0,46c6fcce4b1ab07b6b53afdea,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
480,480,0,8d8df99c963560f6d6a75fbd4,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
481,481,0,936c3cd2430290c0394c5f840,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
482,482,0,aeafb64fe96d70ade69a5ff69,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
483,483,0,d528a374bdb2b07659365f13a,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
484,484,0,22268902140d31c1266e5ed9c,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
485,485,0,444d1204281a63824cdcbdb38,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
486,486,0,889a24085034c70499b97b671,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
487,487,0,994387fbcf01df24a7701630a,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
488,488,0,baf0c01cf16bef64dae2cc9fd,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
489,489,0,fd964fd28dbf8fe421c779c13,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
490,490,0,735b504e74174ee5d78c137cf,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
491,491,0,e6b6a09ce82e9dcbaf1826f9e,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
492,492,0,451a8ed2bf356abaca32ad0d5,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
493,493,0,8a351da57e6ad57594655a1ab,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
494,494,0,9c1df4a193bdfbc6bcc854cbe,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
495,495,0,b04c26a84813a6a0ed9249694,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
496,496,0,e8ef82bbff4f1c6c4f26722c0,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
497,497,0,59a8ca9c91f669f50a4e04a68,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
498,498,0,b351953923ecd3ea149c094d0,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
499,499,0,eed4e59928b1f6f9bd3af2648,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
500,500,0,55de04d93e0bbcdeee7704378,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
501,501,0,abbc09b27c1779bddcee086f0,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
502,502,0,df0fdc8f9746a2562ddef0209,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
503,503,0,366876f441e51581cfbf00bfa,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
504,504,0,6cd0ede883ca2b039f7e017f4,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
505,505,0,d9a1dbd1079456073efc02fe8,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
506,506,0,3b3478496040fd23e9fae5039,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
507,507,0,7668f092c081fa47d3f5ca073,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
508,508,0,ecd1e1258103f48fa7eb940e7,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
509,509,0,51d40da06d6fb832dbd5c8e26,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
510,510,0,a3a81b40dadf7065b7ab91c4d,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
511,511,0,cf27f96adad6b1e6fb55c3773,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
512,512,0,16383d3edac532e062a96610e,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
513,513,0,2c707a7db58a65c0c552cc21d,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
514,514,0,58e0f4fb6b14cb818aa59843a,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
515,515,0,b1c1e9f6d6299703154b30874,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
516,516,0,ebf41c06c33b7f2bbe9481f00,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
517,517,0,5f9ff7e6e91eaf7ae92be31e9,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
518,518,0,bf3fefcdd23d5ef5d257c63d3,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
519,519,0,f6081070cb12ecc630ad6c84e,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
520,520,0,6467ef0af94d88a1f55839f74,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
521,521,0,c8cfde15f29b1143eab073ee9,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
522,522,0,19e873c08a5e73aa41620723a,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
523,523,0,33d0e78114bce75482c40e474,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
524,524,0,67a1cf022979cea905881c8e8,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
525,525,0,cf439e0452f39d520b10391d0,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
526,526,0,16f0f3e3ca8f6b89822292c49,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
527,527,0,2de1e7c7951ed713044525893,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
528,528,0,5bc3cf8f2a3dae26088a4b127,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
529,529,0,b7879f1e547b5c4c11149624f,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
530,530,0,e778f1d7c79ee9b5b62bccb76,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
531,531,0,46862c44e0558246f85579904,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
532,532,0,8d0c5889c0ab048df0aaf3209,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
533,533,0,926f7ef8ee3e5836755706bfa,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
534,534,0,aca9321ab314e1417eaced81c,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
535,535,0,d125abde094193af695b3bfd0,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
536,536,0,2a3c98577deb767346b497049,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
537,537,0,547930aefbd6ece68d692e092,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
538,538,0,a8f2615df7add9cd1ad25c124,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
539,539,0,d9930d508033e2b7a1a658da1,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
540,540,0,3b51d54a6f0f9442d74e514ab,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
541,541,0,76a3aa94de1f2885ae9ca2956,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
542,542,0,ed475529bc3e510b5d39452ad,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
543,543,0,52f965b81714f33b2e706aab3,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
544,544,0,a5f2cb702e29e6765ce0d5566,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
545,545,0,c392590b333b9dc12dc34a524,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
546,546,0,0f537dfd091f6aafcf84745a0,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
547,547,0,1ea6fbfa123ed55f9f08e8b40,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
548,548,0,3d4df7f4247daabf3e11d1680,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
549,549,0,7a9befe848fb557e7c23a2d00,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
550,550,0,f537dfd091f6aafcf84745a01,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
551,551,0,6218704a4c8504d4648c6bbea,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
552,552,0,c430e094990a09a8c918d77d4,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
553,553,0,00160ec25d7c427c06334e040,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
554,554,0,002c1d84baf884f80c669c080,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
555,555,0,00583b0975f109f018cd38101,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
556,556,0,00b07612ebe213e0319a70202,0,7f0efef8100227f0760ed407c43bec3c,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
